title,advancedGenre
Metal_Wrath of the Abyss.mp3,"[0.007227405401257177, 0.033791211200878024, 0.019785138855998714, 0.008762443088926375, 0.015147454648589095, 0.019371349054078262, 0.015406092163175344, 0.011097504602124294, 0.004859034088440239, 0.004090282018296421, 0.00742873438866809, 0.019144006927187245, 0.002662204671651125, 0.41948362067341805, 0.023824064604317147, 0.013381107613289108, 0.00984657765366137, 0.008868713087091843, 0.09023107495158911, 0.02897265530191362, 0.016551235923543572, 0.4419959510366122, 0.007790896168444306]"
Storm of Chaos.mp3,"[0.010406473741265168, 0.055290304124355316, 0.008390768857983252, 0.013131596186819175, 0.007186882057188389, 0.015819736242216702, 0.01779451287196328, 0.01458431400048236, 0.004598966661433224, 0.004352963558631018, 0.004144513901943962, 0.01732730427950931, 0.005985450491910645, 0.43877554576223093, 0.026871698908507824, 0.010526621442598602, 0.005475820260471664, 0.013222991498575235, 0.06056063862827917, 0.014115330869875228, 0.032298148983196974, 0.2633901781712969, 0.006684671388939023]"
PS-Ariana Grande - pov.mp3,"[0.03161657749054333, 0.0018173019707319327, 0.005192310006047289, 0.1513648834079504, 0.0015631823043804616, 0.006304015696514398, 0.001823437730005632, 0.026060315663926303, 0.004191491151383768, 0.026762564511348803, 0.006818849981452028, 0.009269554362011453, 0.0063302890048362315, 0.0016048577817855403, 0.5239246413111687, 0.16321784009536108, 0.006196224334416911, 0.8643350104490916, 0.01624929823447019, 0.0013857429591250063, 0.003982339835298869, 0.003841699794672119, 0.0018551820952173632]"
PH-NewJeans 'Hype Boy' .mp3,"[0.039512834930792454, 0.0012444898980902507, 0.008948538295226172, 0.050395630113780496, 0.0009088195016374812, 0.017799700144678354, 0.002045134751824662, 0.048696189932525155, 0.003758256754372269, 0.019214027700945734, 0.016855042544193566, 0.009215565957129001, 0.007836303481599315, 0.002432116970885545, 0.48591428697109224, 0.12217572368681431, 0.008147737570106983, 0.7221629917621613, 0.02190790930762887, 0.0011641453573247417, 0.0009961423085769639, 0.002134140662383288, 0.0018085549818351865]"
PH-Taylor Swift - Anti-Hero.mp3,"[0.09207151426623265, 0.026994817579785984, 0.043474866853406034, 0.013828784149761, 0.006163429682298253, 0.08027867320924997, 0.00738557296184202, 0.28269372259577114, 0.16059651194761196, 0.06968982517719269, 0.0076033339331236975, 0.03140107557798425, 0.012430149285743633, 0.016551942816780258, 0.28593600417176884, 0.09657106082886457, 0.02553680449879418, 0.3362336667875449, 0.09913930607338746, 0.04876622076456746, 0.011794736259616911, 0.029463397649427254, 0.019424406656374533]"
Classical_Shadows and Light.mp3,"[0.02333425246895506, 0.2691246603543942, 0.005005163471930875, 0.002220377057360915, 0.0037273568763899114, 0.01146198812728891, 0.03026200467362427, 0.024302958260075405, 0.005321533325164078, 0.0018336602728455686, 0.0019830362065337026, 0.021704916269160233, 0.0027792033014030983, 0.00065067469908032, 0.013007244704147944, 0.002380386281471986, 0.0012671552047742386, 0.004377465032470914, 0.0069216824888896486, 0.007315796388026614, 0.02286140744287807, 0.34076430247380185, 0.002395185646421921]"
NewJeans - Hype Boy  Instrumental.mp3,"[0.03973520716482943, 0.032145248175683344, 0.02639691319993951, 0.02596112090924924, 0.004003463381774385, 0.02235441841185093, 0.005593644285743887, 0.207784041762352, 0.006473533586937596, 0.03516915931620381, 0.009257996539500627, 0.02292401580647989, 0.007375666316048327, 0.008054455551742152, 0.09667668254538016, 0.05225235054438764, 0.03304129364815625, 0.18446753241799094, 0.03513981351120905, 0.008513572361235592, 0.00755909989609129, 0.018864619672637094, 0.004644702294502746]"
Children_Adventure Awaits.mp3,"[0.03243854711763561, 0.044620181899517775, 0.010137028177268803, 0.006013860402163118, 0.0019869185925927013, 0.5689854137599468, 0.01108476729132235, 0.022772847558371723, 0.0014248845691327006, 0.007902021694462746, 0.004453786998055875, 0.01546580286230892, 0.004850967670790851, 0.0011907668977073627, 0.03204775135964155, 0.011542225372977555, 0.012914906546939164, 0.010313787963241339, 0.01704685401637107, 0.017860441002994776, 0.01036911248229444, 0.08300561644136906, 0.033304238691926]"
Rainy Reflections.mp3,"[0.021724471310153603, 0.45185646414756775, 0.007051872384424011, 0.008646747920041283, 0.0022362457821145654, 0.0334533354267478, 0.03700020580242078, 0.02691491531829039, 0.0030868183472193777, 0.001980870081267009, 0.0051238909286136424, 0.0381451116874814, 0.004174195226126661, 0.0009373656313982793, 0.007973680567617217, 0.0020553309353999794, 0.0031025177100673317, 0.006899390819792946, 0.0033449610928073525, 0.00258735562771714, 0.06365665669242541, 0.13929191728432974, 0.0022475291625596583]"
ORI - There's No One Else.mp3,"[0.07147622648626566, 0.06335602803155779, 0.0519472811371088, 0.017716175003442913, 0.03035030363826081, 0.06333039510063827, 0.008467098290566355, 0.06843605011235923, 0.03438833417603746, 0.03731021559797228, 0.014477385836653412, 0.04599009291268885, 0.021248985140118748, 0.008578608500829431, 0.13868206953629852, 0.04198429470416158, 0.0433239315636456, 0.13770921500399708, 0.07831086227670311, 0.04133139848709107, 0.07816609563305973, 0.03152846584562212, 0.009548163166618906]"
JS-Miles Davis - Blue In Green.mp3,"[0.06513466191522423, 0.021043577475384587, 0.010637717275780492, 0.0011757915698191418, 0.00415900546483629, 0.01067086658994889, 0.06969158218375274, 0.0021587653827737086, 0.004303197239919211, 0.033992571103486365, 0.0008244722204316142, 0.8147458483775457, 0.16807377744754332, 0.00019498134505132234, 0.023295904834023013, 0.00106572315494954, 0.0045950212508961115, 0.005313996701650987, 0.015345448182502185, 0.031210550331577127, 0.001572623766454247, 0.05112844836410312, 0.0005567074133848239]"
Midnight Rendezvous.mp3,"[0.005598507385002449, 0.027690055081620812, 0.0025205249767168425, 0.0008325101516675204, 0.0014056465224712156, 0.06961139594204724, 0.010749379696790129, 0.0009259154430765193, 0.0005332038108463166, 0.00537090192665346, 0.00030147975485306233, 0.6067952699959278, 0.0065694856602931395, 2.7573348063469894e-05, 0.0041305242193629965, 0.00033015961707860697, 0.0015146327568800189, 0.0046588483528466895, 0.0018350363170611672, 0.004013068857602775, 0.0014125574871286517, 0.04897090629674494, 0.00023035780895952485]"
Jazz_Moonlit Serenade.mp3,"[0.02909096938868364, 0.017411024340738854, 0.00763485257824262, 0.0018855262353705863, 0.01662803372212996, 0.03754216531912486, 0.011133457037309806, 0.0012940765688351046, 0.006695140207496782, 0.026052629264692467, 0.001450952064866821, 0.7986499389012655, 0.03083539561678966, 0.000383019365472137, 0.013791244275247057, 0.0014824810185624906, 0.011538082966580987, 0.009122920564065377, 0.014489977868894737, 0.033957372916241485, 0.005040805546256403, 0.04090519156306982, 0.0007197644396607453]"
Classical_Whispering Elegance.mp3,"[0.006632373823473851, 0.06975629873987702, 0.01453890884295106, 0.011485751821762986, 0.0011051857630567004, 0.0853832715915309, 0.10672302337156402, 0.004578112314144771, 0.00805663602012727, 0.0004413844742682866, 0.0007708544839665086, 0.07916045313080151, 0.001158388292727371, 0.000772081893551836, 0.012211844066364897, 0.00031304271558635973, 0.0016829320811666548, 0.001998740507082807, 0.006191490282718506, 0.011813069900704755, 0.01536268464082645, 0.37241720490985447, 0.0012739587271223879]"
PS-IU Love wins all.mp3,"[0.012039871089655207, 0.008842378405461204, 0.011231328433495946, 0.5107694803737104, 0.0051109859232383315, 0.01720117230888718, 0.004084697739017429, 0.01062410582380835, 0.01545231745512865, 0.008550872436899226, 0.04346209717914462, 0.009933573041053023, 0.006748620268808736, 0.00784817821931938, 0.3497203839942813, 0.01965484840911813, 0.0044007246651744936, 0.13333588175009936, 0.04475700019975193, 0.008759109862694459, 0.013506105330634455, 0.03831813142460305, 0.004697133515946916]"
Ambient_Ethereal Skies.mp3,"[0.007969241822138429, 0.30162389907572007, 0.011163059997165369, 0.023393747500247426, 0.007012530618036787, 0.02331667248573568, 0.003423409989207155, 0.02953402480731408, 0.0020141388005059627, 0.0029153599688369366, 0.012867522762260504, 0.01962409954932001, 0.0023379018530249596, 0.0024230376325754654, 0.024155778189500172, 0.010333652051890062, 0.0018829831905249092, 0.03015022414426009, 0.009784475382831361, 0.005873699103378587, 0.06821595318615437, 0.3082821054591073, 0.0034921569102961156]"
JH-Basie - Straight Ahead.mp3,"[0.04568312064345394, 0.0014567683122420152, 0.0020659005177939044, 0.0010424536823328318, 0.09928666986525059, 0.009451772734921957, 0.002275586450455843, 0.0005715922140682648, 0.0025620396149211694, 0.08520198413836104, 0.00023014134265914827, 0.6382665591580527, 0.009047345748902964, 8.980490526612681e-05, 0.013683893052595002, 0.0005662185067194514, 0.0033314876615934607, 0.0036755446136729525, 0.012207792905558432, 0.017422862733448192, 0.0005100141404130097, 0.027854225099352852, 0.0002340802212919308]"
Ambient_Dream Drift.mp3,"[0.003310493480127591, 0.3558746369985434, 0.00431381661641913, 0.0024621569139596363, 0.0013878400562904202, 0.04203547164797783, 0.006918313984687512, 0.009049268081211127, 0.0005851700854971289, 0.0006599310022116137, 0.002409790837331317, 0.01257713450692021, 0.000951374556349877, 0.00095143204760881, 0.004234317475213454, 0.001767336679712081, 0.0009369244754242783, 0.0036896564549981402, 0.0029239315235127625, 0.002715332326121055, 0.0443251531284589, 0.3901291638612747, 0.00405817327555269]"
Sunset Serenade.mp3,"[0.023841683655822028, 0.026358779267563175, 0.006991432310314849, 0.009136916371062398, 0.019793973149110872, 0.12968262797221541, 0.018957788008265197, 0.003865931328618899, 0.0036623221434031925, 0.017188397352583706, 0.0028680364727430665, 0.2885460378602147, 0.0625849428276221, 0.018331039012991823, 0.03337425785139203, 0.006663235748419538, 0.006139020435512066, 0.03061174717731774, 0.03138235719719281, 0.01851160249983271, 0.014647066403995268, 0.05871817275571326, 0.004457887245128707]"
